full_text;clean_text;sentiment;confidence;label_final
@saksruch1 Kerja remote yang basis perusahaannya luar negeri aja;kerja remote yang basis perusahaannya luar negeri saja;netral;6377;netral
"Dan ku putuskan untuk mengejar cita""ku kembali 🥺🥺🥺";dan ku putuskan untuk mengejar cita ku kembali;positif;6377;netral
iyaa betul bngt ayo pindah;iyaa betul bngt ayo pindah;positif;6378;negatif
Utang lunas boleh lah kerja ke luar negeri. Bisa nabung dan bisa beli apapun tanpa mkirin kebutuhan yang lain heheh;utang lunas boleh lah kerja ke luar negeri bisa nabung dan bisa beli apapun tanpa mkirin kebutuhan yang lain heheh;positif;6378;negatif
tiba2 ada keinginan kalo indonesia belum bener abis kuliah pengen nyoba #kaburajadulu entah itu kuliah lagi atau kerja;tiba ada keinginan kalau indonesia belum benar habis kuliah pengen nyoba kaburajadulu entah itu kuliah lagi atau kerja;negatif;6379;negatif
plis siapapun ajak gue kerja di luar negeri atau kasih info loker beasiswa s2 juga gk papa deh;plis siapapun ajak saya kerja di luar negeri atau kasih informasi loker beasiswa s juga gk papa deh;negatif;638;netral
@hapev527 @kompascom iyaa emang mahal tapi gajinya masih gede makannya orang yang kerja di luar negeri kebanyakan pulang ke Indo bisa beli rumah beli mobil;iyaa emang mahal tapi gajinya masih gede makannya orang yang kerja di luar negeri kebanyakan pulang ke indo bisa beli rumah beli mobil;positif;6381;netral
ya doain KA☺️;iya doain kakak;positif;6381;netral
menyalaaaaa kakak....;menyalaaaaa kakak;positif;6381;netral
@HYBE_MERCH @HYBEOFFICIALtwt malah mereka kreatif dan inovatif. bnyk fans jg yg anak DKV jd rekrut mereka aja sana dr luar negeri gas mau wfh jg boleh. modal dikit! tp klo perusahaan udh punya tlong disuruh kerja yg becus!!;bahkan mereka kreatif dan inovatif banyak fans juga yang anak dkv jadi rekrut mereka saja sana dr luar negeri gas mau wfh juga boleh modal dikit tapi kalau perusahaan udh punya tlong disuruh kerja yang becus;positif;6384;positif
"Jadi... Mau #KaburAjaDulu? Boleh banget! Tapi siapin dirimu dulu ya. Mulai dari pelatihan ambil sertifikasi dan asah skill bahasa. Yuk upgrade your skill &amp; improve yourself with us! ";jadi mau kaburajadulu boleh banget tapi siapin dirimu dulu iya mulai dari pelatihan ambil sertifikasi dan asah skill bahasa yuk upgrade your skill amp improve yourself with us;netral;6384;netral
@DestsPangestuni @McL_Wong @b_arbiella @ARSIPAJA Hobby studi banding maksudnya adalah kerja sambil jalan2 ke luar negeri. Itu yg ada dipikirannya. Studi banding gak harus ke luar negeri. Studi banding bisa secara online atau mendatangkan pihak luar ke sini.;hobby studi banding maksudnya adalah kerja sambil jalan ke luar negeri itu yang ada dipikirannya studi banding gak harus ke luar negeri studi banding bisa secara online atau mendatangkan pihak luar ke sini;positif;6386;netral
kerja 2 tahun aja, trus sambil lpk ke jepang. kalo udh siap tinggal #kaburAjaDulu;kerja tahun saja trus sambil lpk ke jepang kalau udh siap tinggal kaburajadulu;netral;6387;negatif
@RyuDeka #kaburajadulu dimulai dr bapak pejabat;kaburajadulu dimulai dr bapak pejabat;netral;6388;negatif
secapek ini dapat 1.5 jt...😭😭;secapek ini dapat jt;positif;6391;negatif
ngambil jalur visa kek ny, Ama bea cukai d naikin klw lu pulang bawa barang yakin lh mereka naikin harga pajak ny😂;mengambil jalur visa seperti ny sama bea cukai di naikin kalau kamu pulang bawa barang yakin lh mereka naikin harga pajak ny;netral;6391;negatif
tau kan kenapa papua mau merdeka juga 🗿;tahu kan kenapa papua mau merdeka juga;positif;6391;negatif
Yuk #kaburajadulu ke taiwan @DakotaGeorgy ...;yuk kaburajadulu ke taiwan;netral;6393;negatif
bagi yang mau ke luar negri hati hati di sekap sama di ambil organ organ tubuh kita;bagi yang mau ke luar negri hati hati di sekap sama di ambil organ organ tubuh kita;netral;6395;negatif
pengen keluar negri;pengen keluar negri;negatif;6395;negatif
we saya Mak Mak tau🙏🤣🤣🤣,dn suami jg kerja bareng,tapi suami dah pulang duluan,bisnis ternak wedus🤭🤭🤭;we saya ibu ibu tahu dn suami juga kerja bareng tapi suami deh pulang duluan bisnis ternak wedus;netral;6397;netral
gw jg KL usia 20an pengen kabur dr Konoha ini...hidup sehat dinegeri yg Saket...;saya juga kalau usia an pengen kabur dr konoha ini hidup sehat dinegeri yang saket;negatif;6399;negatif
@kelinshi Walah ternyata aku sesiap itu untuk #kaburajadulu;walah ternyata aku sesiap itu untuk kaburajadulu;negatif;640;negatif
iya tapi Indi maunya yg muda dan sakti bisa membelah bumi yg tua ga dapat jatah kerja usia 36 malah kena lay off selalu bermasalah dengan usia padhal experienced ga usah ditanya gaji nurut perusahaan;iya tapi indi maunya yang muda dan sakti bisa membelah bumi yang tua ga dapat jatah kerja usia bahkan kena lay off selalu bermasalah dengan usia padhal experienced ga perlu ditanya gaji nurut perusahaan;positif;6401;negatif
Ngakak kecil kak;tertawa kecil kak;negatif;6401;netral
Story WA tmn w serius2 bgt yg S2 di luar negeri foto dlu pemandangan yg cari kerja foto mo interview yg kerja foto lunch eaaa yg berkeluarga foto anak yg serius pacaran up dlu cinta2an. Meanwhile w yg floating unemployed ini (kdg kerja kdg engga) cm up yaoi mulu ;story wa tmn w serius banget yang s di luar negeri foto dulu pemandangan yang cari kerja foto mau interview yang kerja foto lunch eaaa yang berkeluarga foto anak yang serius pacaran up dulu cintaan meanwhile w yang floating unemployed ini kdg kerja kdg engga cm up yaoi melulu;positif;6402;netral
semoga panggilan #kaburajadulu itu segera menghampiri kita semua ;semoga panggilan kaburajadulu itu segera menghampiri kita semua;positif;6405;positif
setiap tahun yg keluar tuh banyak dan bertambah,, cuman skrng aja lagi momen trendingnya;setiap tahun yang keluar tuh banyak dan bertambah cuman skrng saja lagi momen trendingnya;positif;6405;netral
pantesan tanteku ke dubai, mana ga ngajak² syedih kalik😭;pantesan tanteku ke dubai mana ga ngajak² syedih kalik;netral;6408;netral
lawangan kerja banyak bhai di malaysia, org² malaysia pun bnyk yg bukak bisnis dan kerjakan warga asing.;lawangan kerja banyak bhai di malaysia org² malaysia pun banyak yang bukak bisnis dan kerjakan warga asing;netral;6409;netral
Disuruh bayar klo mau keterima kerja juga🤣;disuruh bayar kalau mau keterima kerja juga;negatif;641;negatif
semoga trend ini Masi lanjut sampe 2026;semoga trend ini masi lanjut sampai;positif;641;positif
@imnameilm @tanyarlfes Masih ada dan mulai berpikir untuk kerja ke luar negeri agar lebih mudah ngumpulin duitnya;masih ada dan mulai berpikir untuk kerja ke luar negeri agar lebih mudah ngumpulin duitnya;positif;6411;negatif
presensi dulu bang;presensi dulu bang;netral;6411;netral
huaaaaaaa ikuttt bgg;huaaaaaaa ikuttt bgg;positif;6412;positif
@tanyarlfes Lah yg kmrin pke #kaburajadulu tu mana ? Lah ini kesempatan d kasi peluang;lah yang kmrin pke kaburajadulu tu mana lah ini kesempatan di kasi peluang;negatif;6414;netral
NAIKIN HATAQ #KABURAJADULU ENTAR LAGI GW JOIN;naikin hataq kaburajadulu entar lagi saya join;negatif;6415;netral
tutor kak😭;tutor kak;netral;6416;netral
syaratnya lu nikah sama org sana ,bukan main tinggal ajah 🤣🤣🤣;syaratnya kamu nikah sama org sana bukan main tinggal ajah;netral;642;netral
#KaburAjaDulu by wakil rakyat https://t.co/yM3wZR7u1L;kaburajadulu by wakil rakyat;netral;6421;netral
di konoha umur 55 udh d anggap jompo .🥺;di konoha umur udh di anggap jompo;negatif;6423;negatif
Belajar ilmu matematika yg bener. Beres SMA segera kabur kuliah ke luar negeri. MIT klo bisa. Kerja di silicon valley. Jadi orang kaya biar bisa bantu saudara2 di tanah air. Mending tinggal di luar negeri aja. Ke Indonesia mending klo mau liburan aja. #kaburajadulu;belajar ilmu matematika yang benar beres sama segera kabur kuliah ke luar negeri mit kalau bisa kerja di silicon valley jadi orang kaya biar bisa bantu saudara di tanah air lebih baik tinggal di luar negeri saja ke indonesia lebih baik kalau mau liburan saja kaburajadulu;negatif;6423;negatif
selamat carmen kamu sudah menjalankan misi #KaburAjaDulu dan dapet gaji di atas UMR;selamat carmen kamu sudah menjalankan misi kaburajadulu dan dapat gaji di atas umr;positif;6426;positif
@•tata wess gekk siap siapp bar subuhh mangkatt;tata wess gekk siap siapp bar subuhh mangkatt;positif;6427;netral
Sabi gak sih kalo misalkan warung Madura buka di Eropa 🗿🗿;sabi gak sih kalau misalkan warung madura buka di eropa;netral;6427;netral
@sabrinaazel Yang sudah #kaburajadulu gak usah balik aja deh....;yang sudah kaburajadulu gak perlu balik saja deh;negatif;6428;negatif
si anji 😭 tiba2 nongol;si anji tiba nongol;negatif;6428;negatif
yg gajinya dibawah 1jt perbulan sini ngumpul 🙂👍🏻;yang gajinya dibawah jt perbulan sini berkumpul;negatif;643;negatif
@shitlicious Ya mending liburan lah mereka. The real tagar #kaburajadulu ;iya lebih baik liburan lah mereka the real tagar kaburajadulu;positif;6433;positif
"2020 : #dirumahaja
2025 : #KaburAjaDulu
2030 : #KrisisEkonomi
2035 : #IndonesiaBubar";dirumahaja kaburajadulu krisisekonomi indonesiabubar;negatif;6435;negatif
ORANG DALAM related bgt 😂;orang dalam related banget;positif;6435;netral
@randomable_ Fixxx #GibranPresiden2029 gacoorr gak ada lawan mampussss #kaburajadulu;fixxx gibranpresiden gacoorr gak ada lawan mampussss kaburajadulu;negatif;6437;negatif
"Mau kerja di indo minimal punya orang dalam kak🥲
Skil & pengetahuan itu nomor sekian yang penting punya orang dalam,makanya banyak yang nganggur 🥲";mau kerja di indo minimal punya orang dalam kak skil pengetahuan itu nomor sekian yang penting punya orang dalam makanya banyak yang tidak punya pekerjaan;negatif;6439;negatif
all is lost save yourself;all is lost save yourself;negatif;6439;negatif
HIDUP BLONDE Yuki Kato Indonesia Gelap JAKEHOON BEST CHEMISTRY 3 Agustus AJINOMOTO X WILLIAMEST #TiffanyIcons #ENHYPEN_SUNGHOON #KaburAjaDulu #JAKEHOONBESTDUO https://t.co/8U98N1FzzA;hidup blonde yuki kato indonesia gelap jakehoon best chemistry agustus ajinomoto x williamest tiffanyicons enhypen_sunghoon kaburajadulu jakehoonbestduo;netral;6441;netral
Kekejaman majikan terhadap para Tenaga Kerja Wanita atau TKW di luar negeri terus terjadi. Seorang TKW disiksa majikan kini hanya bisa terbaring di ranjang. Diketahui Ida merupakan TKW asal Kabupaten Kerinci Jambi yang bekerja di Penang Malaysia. https://t.co/w0m2CWXN0j;kekejaman majikan terhadap para tenaga kerja wanita atau tkw di luar negeri terus terjadi seorang tkw disiksa majikan kini hanya bisa terbaring di ranjang diketahui ida merupakan tkw asal kabupaten kerinci jambi yang bekerja di penang malaysia;netral;6441;netral
@sbyfess Kerja di luar negeri sambil ngumpulin uang. Kalau uangnya cukup banyak pulang ke indo. Buka peternakan atau paling enggak beli SBN atau deposito. Jadi tuh financial freedom.;kerja di luar negeri sambil ngumpulin uang kalau uangnya cukup banyak pulang ke indo buka peternakan atau paling tidak beli sbn atau deposito jadi tuh financial freedom;netral;6442;netral
cabut rumput ja di taiwan 1 bulan masih dapat 14jt😅;pergi rumput saja di taiwan bulan masih dapat jt;negatif;6442;netral
kursus bahasa inggris atau luar negri lainnya, bikin paspor atau visa, bawa uang sekian juta tergantung negara yang di tuju. kurang lebih kek gitu yang saya tau bang🙏;kursus bahasa inggris atau luar negri lainnya bikin paspor atau visa bawa uang sekian juta tergantung negara yang di tuju kurang lebih seperti gitu yang saya tahu bang;netral;6446;netral
guys aku give up ya soal tka.. mau fokus belajar bahasa aja buat kerja diluar #kaburajadulu;teman-teman aku give up iya soal tka mau fokus belajar bahasa saja buat kerja diluar kaburajadulu;netral;6446;negatif
ganti m;ganti m;netral;6447;netral
"belajar dulu donk kk, 3 atau 6 bulan aja yg penting fokus insyaAllah bakal ngerti bahasa dasarnya.
aq belajar cuma 3 bulan kk dulu, maklum TKI 🤭";belajar dulu donk kakak atau bulan saja yang penting fokus insyaallah bakal mengerti bahasa dasarnya saya belajar cuma bulan kakak dulu maklum tki;negatif;6448;netral
Yuk yang mau #Kaburajadulu jalur kuliah pake uang pajak orang indo yang kerja di Jepang! Cus dicoba!!! https://t.co/m6J4uQnzNy;yuk yang mau kaburajadulu jalur kuliah pakai uang pajak orang indo yang kerja di jepang cus dicoba;negatif;6449;netral
KAAKK DOAIN BISA NYUSUL SECEPATNYAA;kaakk doain bisa nyusul secepatnyaa;positif;645;positif
Mari kerja dalam negeri dan menabung di bank luar negeri saja. #GakKabur #KaburAjaDulu;mari kerja dalam negeri dan menabung di bank luar negeri saja gakkabur kaburajadulu;positif;645;positif
bismillah lulus sekolah ke jepang;bismillah lulus sekolah ke jepang;positif;6452;positif
luar negri,dan setuju ke Jepang→→→→;luar negri dan setuju ke jepang;netral;6457;netral
@ThatSun510 @BukanAntarkota @mulkanjabariyan @StopPlandemit @ranglasi @seekracle @Faraz_kepri @FirmanSentosa22 @mamakchayank @SumandoGaek kmrn war rame ama akun2 pro-vax di lapak @sdenta bs dibilang semua ga suka kebijakan2 pemerintah sampai ada yg gak percaya ama si BGS. tapi masalah vaksin udah kek Kultus dah pokoknya ;kemarin war ramai sama akun profesional vax di lapak bisa dibilang semua ga suka kebijakan pemerintah sampai ada yang gak percaya sama si bagus tapi masalah vaksin sudah seperti kultus deh pokoknya;negatif;6462;netral
ya Allah bisa ya Allah;iya allah bisa iya allah;netral;6463;netral
Hahahahahah;hahahahahah;positif;6463;netral
"1 keuangan yang maha esa
2 kemanusiaan yang adil jika ada uang
3 keuangan Indonesia
4 kerakyatan yang dipimpin jika ada uang
5 keadilan rakyat jika ada uang";keuangan yang maha esa kemanusiaan yang adil jika ada uang keuangan indonesia kerakyatan yang dipimpin jika ada uang keadilan rakyat jika ada uang;netral;6464;negatif
@jokoanwar Om kapan tayang ini menarik ni seperti nya #maukaburkemana #KaburAjaDulu;om kapan tayang ini menarik ini seperti nya maukaburkemana kaburajadulu;negatif;6464;netral
bang gw jg berusaha biar kek lu;bang saya juga berusaha biar seperti kamu;positif;6465;positif
sampai sugeh mas wkkwkwkwk 😅😅😅😅😅😅;sampai sugeh mas wkkwkwkwk;positif;6466;positif
wkwwk, dri dlu udh kepikiran ke jpg;wkwwk dari dulu udh terpikirkan ke jpg;negatif;6467;negatif
Kualifikasi pekerjaan aj harus menguasai beberapa elemen.wkwkkw;kualifikasi pekerjaan saja harus menguasai beberapa elemen tertawa;netral;6469;netral
nasional doang gabikin kenyang pakkk😭🙏;nasional doang gabikin kenyang pakkk;negatif;6469;negatif
di Indonesia sebenarnya banyak uang tapi uang nya masih di kantor pemerintah 🫢;di indonesia sebenarnya banyak uang tapi uang nya masih di kantor pemerintah;netral;6469;netral
2in ajak akuu 😭😭😭;in ajak akuu;netral;6473;netral
gw bukan mau trend bang tapi gw emang butuh pekerjaan 😊;saya bukan mau trend bang tapi saya emang butuh pekerjaan;negatif;6474;negatif
doain bisa secepatnya #kaburajadulu https://t.co/iLpTpl2xxk;doain bisa secepatnya kaburajadulu;positif;6475;positif
sama kita bang;sama kita bang;netral;6475;netral
klu bisa bahasa nya siih mending kerja d luar negeri;klu bisa bahasa nya siih lebih baik kerja di luar negeri;positif;6476;positif
nakes udh lulus sejak thn kmrin + belum kerja. Yg bilang pasar kerja di dlm negeri baik2 saja ya hanya pemerintah saranku pragmatis aja dulu km bisa terima dulu tawaran ortumu utk sementara sblm dpt kerjaan nakes if possible: coba apply ke fasyankes di luar daerah km/di LN;nakes udh lulus sejak tahun kmrin belum kerja yang bilang pasar kerja di dlm negeri baik saja iya hanya pemerintah saranku pragmatis saja dulu kamu bisa terima dulu tawaran ortumu untuk sementara sblm dapat kerjaan nakes if possible coba apply ke fasyankes di luar daerah kamu di ln;negatif;6477;negatif
cita cita ku ingin meninggalkan negri ini;cita cita ku ingin meninggalkan negri ini;positif;648;positif
"Isu membludaknya kebutuhan lapangan pekerjaan mendapat perhatian publik beberapa waktu terakhir. ⁣ ⁣ Pengusaha memandang bahwa membuka akses masyarakat dalam menjangkau lapangan kerja di luar negeri bisa menjadi salah satu solusi.⁣ ⁣ &gt;&gt; https://t.co/WBcOoRDugF https://t.co/coq76TPWVK";isu membludaknya kebutuhan lapangan pekerjaan mendapat perhatian publik beberapa waktu terakhir pengusaha memandang bahwa membuka akses masyarakat dalam menjangkau lapangan kerja di luar negeri bisa menjadi salah satu solusi begitu begitu;positif;648;positif
@Einzelkampfen 100jt sebulan? Setara average income di US ya. Jadi menurut lu org yg kerja di luar negeri pahlawan devisa harus die;jt sebulan setara average income di us iya jadi menurut kamu org yang kerja di luar negeri pahlawan devisa harus die;netral;6481;netral
ka 😭🗿;kakak;positif;6482;positif
Inpo loker di Jepang, Tp yg gapake modal… 🥺;inpo loker di jepang tapi yang gapake modal;netral;6483;netral
aku di UK enak nyari duit disini tapi di belanjain di Indonesia;aku di uk enak mencari duit disini tapi di belanjain di indonesia;negatif;6485;negatif
harus doain ya;harus doain iya;positif;6487;positif
I don't think there's anything bad about this video, besides it's their choice, you can't just say tt is 'penurun iq😂';i don t think there s anything bad about this video besides it s their choice you belum t just say tt is penurun iq;negatif;6487;negatif
tapi jangan berekspetasi lebih ya. nanti aku terbebani. terjun ke politik kadang terasa menakutkan. padahal mau kerja di badan amal aja. ya kerjain apa yang aku bisa. sisanya ku pikir nanti. dan gak ada salahnya aku punya koneksi ke luar negeri.;tapi jangan berekspetasi lebih iya nanti aku terbebani terjun ke politik kadang terasa menakutkan padahal mau kerja di badan amal saja iya kerjain apa yang aku bisa sisanya ku pikir nanti dan gak ada salahnya aku punya koneksi ke luar negeri;negatif;6488;negatif
bandung dek..;bandung adik;positif;6489;positif
Setidaknya yang dapet LPDP itu sharing gimana kuliah di luar negeri belajar apa aja neliti apa aja. Tau sendiri dari SMA ke kuliah itu semembingungkan apa. Sekarang isinya pada traveling kerja ma bule dsb. Bikin aja opsi student loan drpd beasiswa. Malah cuan.;setidaknya yang dapat lpdp itu sharing bagaimana kuliah di luar negeri belajar apa saja neliti apa saja tahu sendiri dari sama ke kuliah itu semembingungkan apa sekarang isinya pada traveling kerja ma bule dsb bikin saja opsi student loan drpd beasiswa bahkan cuan;negatif;6491;negatif
nasionalisme bukan sekedar diucap pa bahlu wkwk tpi dilaksanakan;nasionalisme bukan sekedar diucap pa bahlu wkwk tapi dilaksanakan;netral;6492;netral
😂😂Para manusia kocak;para manusia kocak;positif;6493;positif
"sabar bg lgi les bhs jpng
lulus skolh otw jepang";sabar abang lagi les bhs jpng lulus skolh on the way, sedang di jalan jepang;positif;6494;positif
allahumma sholli aʼla sayyidina muhammad wa ala ali muhammad;allahumma sholli aʼla sayyidina muhammad wa ala ali muhammad;netral;6494;netral
samaa kak aku pn nglamar sana sini susah bett, sekli nya ada panggilan eh gaada kbr lgi dri hrd nya. pngn bgt krja kluar negri tpi biaya nya jhga lmayan ps mau brngkt mna adik msh skolah bnyk pertimbngn;samaa kak aku pn nglamar sana sini susah bett sekli nya ada panggilan eh tidak ada uang kabar lagi dari hrd nya pngn banget krja kluar negri tapi biaya nya jhga lmayan ps mau berangkat mna adik masih skolah banyak pertimbngn;negatif;6494;negatif
bisa ga ya kuliah atau kerja di luar negeri? mau BANGET ;bisa ga iya kuliah atau kerja di luar negeri mau banget;netral;6495;netral
doa aja yang baik baik buat negara kita;doa saja yang baik baik buat negara kita;positif;6495;positif
bentar lg plis baru setengah dari target tabungan 😔;sebentar lagi plis baru setengah dari target tabungan;netral;6496;netral
mmg la bila tempoh dh tamat ada yg tknk balik 🗿 pastu Malaysia kene tmpung ramai warga asing;mmg lah bila tempoh dh tamat ada yang tknk balik pastu malaysia kene tmpung ramai warga asing;negatif;6497;negatif
kocak malah #KaburAjaDulu;kocak bahkan kaburajadulu;positif;6498;positif
@sbmptnfess Masih percaya kalo hidup kita ga ada sangkut pautnya sama pemerintah? Mau masuk kedokteran di univ bagus aja musti privilege anak orkay. Pdahal meski univ top 1 juga ga sebagus itu kualitas pendidikannya.;masih percaya kalau hidup kita ga ada sangkut pautnya sama pemerintah mau masuk kedokteran di univ bagus saja mesti privilege anak orkay pdahal meski univ top juga ga sebagus itu kualitas pendidikannya;positif;6499;positif
setau yg pernah aku demgar, mereka mempersilakan kita bekerja bahkan di umur mencapai lansia pun tidak ada perbandingan selagi ada skills dan tekad;setau yang pernah aku demgar mereka mempersilakan kita bekerja bahkan di umur mencapai lanjut usia pun tidak ada perbandingan selagi ada skills dan tekad;positif;650;positif
Work! Di sini ada yg kerja remote jd graphic designer gt ga tp kantornya luar negeri? Bagi tips dong hrs nyiapin apa dan nemunya dmn nyari loker di sini yg umr dan ga masalah klo non jurusan disen susah bener;work di sini ada yang kerja remote jadi graphic designer begitu ga tapi kantornya luar negeri bagi tips dong harus mempersiapkan apa dan nemunya dmn mencari loker di sini yang umr dan ga masalah kalau non jurusan disen susah benar;positif;6501;positif
Akuu Suka Jepang Tidur Brave Pink #ArtistBersuara ALERTA ALERTA Ojol #KaburAjaDulu Kejaksaan Republik Indonesia Rakyat #WujudkanIndonesiaDamai https://t.co/UXK8XnSin0;akuu suka jepang tidur brave pink artistbersuara alerta alerta ojol kaburajadulu kejaksaan republik indonesia rakyat wujudkanindonesiadamai;positif;6501;positif
@The_RedsIndo Akhirnya TAA ikut2 tren #KaburAjaDulu;akhirnya taa ikut trend kaburajadulu;positif;6501;positif
@psbrdx Saya jadi tahu ... Kenapa Direttore Sportivo dari Luar Negeri Justru Sering di Ambil Oleh Friedkin. Ternyata Karena DS dari Italia LAMBAT Kerja nya sebagai contoh ya Ricky Massara ini ‍️‍️;saya jadi tahu kenapa direttore sportivo dari luar negeri justru sering di ambil oleh friedkin ternyata karena ds dari italia lambat kerja nya sebagai contoh iya ricky massara ini;positif;6502;positif
ajak woy;ajak woy;netral;6502;netral
sbenernya ak pengen pindah negara .cuma ga punya duid aja😭;sbenernya saya pengen pindah negara cuma ga punya duid saja;negatif;6502;negatif
ya mending kerja di luar negeri lahh kalo di indo dapet apa dapet hikmah nya doang;iya lebih baik kerja di luar negeri lahh kalau di indo dapat apa dapat hikmah nya doang;negatif;6504;negatif
plz ajak aku 😢;plz ajak aku;netral;6504;netral
@sinefilbodong ini ia kak #kaburajadulu;ini ia kak kaburajadulu;netral;6504;netral
apa itu nasionalisme 😂;apa itu nasionalisme;netral;6506;netral
Yg kemaren #kaburajadulu siap nih kayaknya;yang kemarin kaburajadulu siap ini kayaknya;negatif;6508;negatif
bgg ikutt;bgg ikutt;negatif;6508;negatif
@Kyora139738 @Afat3K bertahan malah lebih #indonesiagelap ;bertahan bahkan lebih indonesiagelap;positif;6509;positif
Mau berharap tapi gak berharap. Kek gw ga percaya instansi pemerintah apapun itu. Tp setidaknya lumayan buat melani ketar ketir;mau berharap tapi gak berharap seperti saya ga percaya instansi pemerintah apapun itu tapi setidaknya lumayan buat melani ketar ketir;negatif;651;negatif
tapi kepengen bgt gw kerja di luar negeri gt its my dream since smk. tp anehnya gw gapunya goals gitu cuman ada keinginan scr garis besar doang aja????? klo gt doang mah smw org jg bisa;tapi mau banget saya kerja di luar negeri begitu its my dream since smk tapi anehnya saya gapunya goals gitu cuman ada keinginan secara garis besar doang saja kalau begitu doang mah semua org juga bisa;negatif;651;negatif
selagi masih ada niat pasti bisa😁;selagi masih ada niat pasti bisa;netral;6511;netral
"kalo meninggal di luar negri,
kita di makamkan di luar negri atau di indo ?";kalau meninggal di luar negri kita di makamkan di luar negri atau di indo;negatif;6511;negatif
mengurangi saingann;mengurangi saingann;negatif;6515;negatif
Belakangan ini juga ramai aplikasi yang menyediakan akses jual beli saham luar negeri terutama pasar saham Amerika tapi jika belum pernah transaksi saham sama sekali mungkin lebih baik coba transaksi di BEI dulu supaya paham cara kerja pasar saham dulu;belakangan ini juga ramai aplikasi yang menyediakan akses jual beli saham luar negeri terutama pasar saham amerika tapi jika belum pernah transaksi saham sama sekali mungkin lebih baik coba transaksi di bei dulu supaya paham cara kerja pasar saham dulu;netral;6517;netral
iya Alhamdulillah... soalnya iparku pamer di STTS dia baru bbrp bulan di luar aku kira kalau di luar di atas gaji kakanya yg di jakarta 12 JT ke atas;iya alhamdulillah soalnya iparku pamer di stts dia baru bbrp bulan di luar aku kira kalau di luar di atas gaji kakanya yang di jakarta jt ke atas;positif;6517;positif
Kerja luar negeri https://t.co/bkV1K8WYmE;kerja luar negeri;positif;6518;positif
yes, we'll feel homesick.. but that's better;yes we ll feel homesick but that s better;netral;6522;netral
kelas;kelas;positif;6523;positif
Rakyat Indonesia tak berdaulat rezim antek penjajah RRC kerusakan alam ugal² laut di pagar hampir seluruh NKRI bencana Sumatra lama pulih bencana mau di pindah ke Papua #IndonesiaGelap #IndonesiaTenggelam Lihat video BIMASENA! #TikTok https://t.co/DLIDr47CeY;rakyat indonesia tidak berdaulat rezim antek penjajah rrc kerusakan alam ugal² laut di pagar hampir seluruh nkri bencana sumatra lama pulih bencana mau di pindah ke papua indonesiagelap indonesiatenggelam lihat video bimasena tiktok;negatif;6525;negatif
Dulu tagar #kaburajadulu katanya nggak cinta tanah air sekarang baru sadar saat tidak bisa kasih lapangan pekerjaan Kurangi Pengangguran Mendikti Saintek Dorong Mahasiswa Indonesia Cari Kerja ke Luar Negeri Klik untuk baca: https://t.co/lD9gP3b7d3;dulu tagar kaburajadulu katanya tidak cinta tanah air sekarang baru sadar saat tidak bisa kasih lapangan pekerjaan kurangi pengangguran mendikti saintek dorong mahasiswa indonesia cari kerja ke luar negeri klik untuk baca;negatif;6525;negatif
@yunepto karena orang2 pada ga percaya sama pemerintah (aku juga) tapi dalam perkembangan ekosistem web3 di Indo pada akhirnya suka ga suka cepat atau lambat (aku yakin lambat sih) pemerintah pasti akan ikutan terlibat jadi udah fokus cari JP aja dan @yunepto tetap konsisten edukasi;karena orang pada ga percaya sama pemerintah aku juga tapi dalam perkembangan ekosistem web di indo pada akhirnya suka ga suka cepat atau lambat aku yakin lambat sih pemerintah pasti akan ikutan terlibat jadi sudah fokus cari jp saja dan tetap konsisten edukasi;positif;6527;positif
Memulai hari pertama #kaburajadulu https://t.co/vJvNmuccUx;memulai hari pertama kaburajadulu;netral;6528;netral
ya Allah pengen banget direkrut foreign company biar #KaburAjaDulu ;iya allah pengen banget direkrut foreign company biar kaburajadulu;positif;6529;positif
@kompascom Pencatatan data makin baik. Yg penting mikir bgm menciptakan lapangan kerja sebanyak jumlah pencari kerja. Jika perlu atur efisien pekerja untuk luar negeri. Buat simpel jangan dipungli. Kementrian lebih ringan bebannya bila banyak tenaga bisa kerja di neg lain.;pencatatan data makin baik yang penting mikir bgm menciptakan lapangan kerja sebanyak jumlah pencari kerja jika perlu atur efisien pekerja untuk luar negeri buat simpel jangan dipungli kementrian lebih ringan bebannya bila banyak tenaga bisa kerja di neg lain;negatif;653;negatif
spil dong;spil dong;negatif;6531;negatif
wkkwkwkwk 😂;wkkwkwkwk;positif;6531;positif
soonnnnn aku;soonnnnn aku;positif;6532;positif
"""Murata Manufacturing""";murata manufacturing;netral;6532;netral
bisa banget kak;bisa banget kak;netral;6533;netral
planga plongo dipercaya;planga plongo dipercaya;negatif;6534;negatif
Sekarang cita cita gw dapet kerja di luar negeri korea china thailand bisaa yok;sekarang cita cita saya dapat kerja di luar negeri korea china thailand bisaa yok;netral;6535;netral
kesempatan tdk akan dtg dua kali. Pergunakanlah masa muda/single mu dgn kerja keras, gapai cita²&impian mu itu.;kesempatan tidak akan datang dua kali pergunakanlah masa muda single mu dengan kerja keras gapai cita² impian mu itu;netral;6535;netral
info;informasi;netral;654;netral
ko pinter sihh...🤣🤣;ko pinter sihh;negatif;654;negatif
#kaburajadulu adalah harapanku ke Australia di tahun 2025;kaburajadulu adalah harapanku ke australia di tahun;positif;6541;positif
